disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2020,04/16/2020,2020-03-18,--,HBAN,Huntington Bancshares Incorporated,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,ICFI,"ICF International, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,ICUI,"ICU Medical, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,IDA,"IdaCoRP, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,INFO,IHS Markit Ltd. Common Shares,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,IR,Ingersoll Rand Inc.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-10,--,IART,Integra LifeSciences Holdings Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,IP,International Paper Company,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,IPG,"Interpublic Group of Companies, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-05,--,INTU,Intuit Inc.,sale_partial,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-06,--,INTU,Intuit Inc.,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,IRM,Iron Mountain Incorporated,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,J,Jacobs Engineering Group Inc.,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,JEF,Jefferies Financial Group Inc.,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-10,--,JBT,John bean Technologies Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,KEY,KeyCorp,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,KIM,Kimco Realty Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,KLAC,KLA Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LB,"L Brands, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LH,Laboratory Corporation of America Holdings,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LVS,Las Vegas Sands Corp.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LEN,Lennar Corporation Class A,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LNC,Lincoln National Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LIN,Linde plc Ordinary Share,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,LAD,"Lithia Motors, Inc.",sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LYV,"Live Nation Entertainment, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,L,Loews Corporation,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-13,--,--,LONG BEACH Ca HBR REV,sale_full,"$500,001 - $1,000,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-13,--,--,LOS ANGELES Ca HARBOR DEPT,sale_full,"$250,001 - $500,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-13,--,--,LOS ANGELES CNTY Ca MET TRANSPORTATION AUTHORITY,sale_partial,"$500,001 - $1,000,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,LYB,Lyondellbasell Industries NV Ordinary Shares Class A,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MDT,Medtronic plc. Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MET,"MetLife, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MGM,MGM Resorts International,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MCHP,Microchip Technology Incorporated,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MS,Morgan Stanley,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,MOS,Mosaic Company,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,NHI,"National Health Investors, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NATI,National Instruments Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NWL,Newell Brands Inc.,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NWSA,News Corporation - Class A,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NWS,News Corporation - Class B,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-12,--,NKE,"Nike, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NTRS,Northern Trust Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-17,--,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NUE,Nucor Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-30,--,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,ON,ON Semiconductor Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,ORCL,Oracle Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PAYX,"Paychex, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-10,--,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PEP,"Pepsico, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PRGO,Perrigo Company plc Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-26,--,PLNT,"Planet Fitness, Inc.",sale_full,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PNC,"PNC Financial Services Group, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PPL,PPL Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PFG,Principal Financial Group Inc,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PGR,Progressive Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PRU,"Prudential Financial, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PEG,Public Service Enterprise Group Incorporated,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PVH,PVH Corp.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,PWR,"Quanta Services, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-10,--,QDEL,Quidel Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-10,--,RPD,"Rapid7, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,ROP,"Roper Technologies, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,RCL,Royal Caribbean Cruises Ltd.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-13,--,--,SANTA CLARA Ca UNIFIED SCHOOL DISTRICT,sale_full,"$250,001 - $500,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-04-02,--,SEE,Sealed air Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,NOW,"ServiceNow, Inc.",sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-26,--,SHW,Sherwin-Williams Company,purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SPG,"Simon Property Group, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-24,--,SITE,"Siteone Landscape Supply, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SLG,SL Green Realty Corp,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-04-02,--,LUV,Southwest Airlines Company,sale_partial,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-26,--,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-04-02,--,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,STAG,"Stag Industrial, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SWK,"Stanley Black & Decker, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,STT,State Street Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,STE,STERIS plc,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SYF,Synchrony Financial,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,SYY,Sysco Corporation,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,TTWO,"Take-Two Interactive Software, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,AMTD,Td Ameritrade Holding Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,BK,The bank of New York Mellon Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,DSGX,The Descartes Systems Group Inc.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,KHC,The Kraft Heinz Company,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,TRV,"The Travelers Companies, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,TFC,Truist Financial Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,TWTR,"Twitter, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,TSN,"Tyson Foods, Inc.",sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,USB,U.S. Bancorp,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,UNP,Union Pacific Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,UPS,"United Parcel Service, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,URI,"United Rentals, Inc.",sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,UNH,UnitedHealth Group Incorporated Common Stock,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,UHS,"Universal Health Services, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,UNM,Unum Group,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,VTR,"Ventas, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,VRSN,"VeriSign, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,VRSK,"Verisk Analytics, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,V,Visa Inc.,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,VC,Visteon Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,VNO,Vornado Realty Trust,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,GWW,"W.W. Grainger, Inc.",sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WBA,"Walgreens Boots Alliance, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-12,--,DIS,Walt Disney Company,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-26,--,DIS,Walt Disney Company,sale_partial,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-31,--,WBS,Webster Financial Corporation,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WFC,Wells Fargo & Company,purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WELL,Welltower Inc.,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WDC,Western Digital Corporation,sale_full,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WAB,Westinghouse air Brake Technologies Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WRK,Westrock Company,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,WY,Weyerhaeuser Company,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-18,--,XLNX,"Xilinx, Inc.",purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-16,self,BIDU,"Baidu, Inc. - American Depositary Shares, each Representing one Tenth Class A Ordinary Share",purchase,"$1,001 - $15,000",Hon. Susan A. Davis,CA53,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016363.pdf,False
